variable_1,variable_2,spearman_r,absolute_r
Cutting_X_Index,Vision_Exposure,-0.0001,0.0001
Micro_Crack_Die,LED_Brightness,-0.0001,0.0001
Particle_Die,PLC_CPU_Load,0.0001,0.0001
Power_Efficiency,Remain_Coat_Die,-0.0001,0.0001
Kerf_Angle,Factory_Power,-0.0001,0.0001
Micro_Crack,LED_Brightness,-0.0001,0.0001
Package_Size_3,Particle_Die,-0.0001,0.0001
CLN_Pressure,Edge_Burn,-0.0001,0.0001
Groove_Depth,Package_Size_2,0.0001,0.0001
Kerf_Width_Profile,Coating_Uniformity,0.0001,0.0001
Cutting_X_Index,Remain_Coat,-0.0001,0.0001
Edge_Burn,PLC_Memory,0.0001,0.0001
Cutting_Y_Index,Fan_RPM,0.0001,0.0001
Remain_Coat,Micro_Crack_Die,0.0001,0.0001
Feed_Speed,Alignment_Time,-0.0001,0.0001
Remain_Coat,Micro_Crack,0.0001,0.0001
Laser_Power,Yield,-0.0001,0.0001
Remain_Coat_Die,Micro_Crack_Die,0.0001,0.0001
Remain_Coat_Die,Micro_Crack,0.0001,0.0001
Chipping_Die,PLC_CPU_Load,-0.0001,0.0001
Laser_Power,Fail_Die,0.0001,0.0001
Package_Size_1,PLC_Memory,0.0001,0.0001
Coating_Thickness,Chipping,0.0001,0.0001
Coating_Thickness,Chipping_Die,0.0001,0.0001
Laser_Current,Package_Size_3,-0.0001,0.0001
Cutting_Y_Index,Coating_Thickness,0.0001,0.0001
Chipping,PLC_CPU_Load,-0.0001,0.0001
Laser_Voltage,Alignment_Time,0.0001,0.0001
Laser_Current,Door_Open_Count,0.0001,0.0001
Cooling_Flow,Kerf_Width_Profile,0.0,0.0
Frequency,Process_Time,0.0,0.0
Groove_Depth,Edge_Burn_Die,0.0,0.0
Focus,Edge_Burn_Die,-0.0,0.0
Laser_Centering_Position,Chipping,-0.0,0.0
Room_Noise,Factory_Power,0.0,0.0
Laser_Voltage,Package_Size_1,0.0,0.0
CLN_Time,Cutting_Offset,-0.0,0.0
Remain_Coat_Die,Room_Noise,0.0,0.0
Laser_Centering_Position,Chipping_Die,-0.0,0.0
Network_Latency,Vision_Exposure,-0.0,0.0
Cooling_Water_Temp,PLC_CPU_Load,0.0,0.0
Remain_Coat,Room_Noise,-0.0,0.0
